19585.0,20240.0
19676.0,20220.0
19495.0,20185.0
19618.0,20295.0
19554.0,20210.0
19675.0,20285.0
19677.0,20175.0
19555.0,20275.0
19524.0,20130.0
19615.0,20230.0
19738.0,20095.0
19403.0,20300.0
19708.0,20125.0
19647.0,20250.0
19705.0,20125.0
19584.0,20290.0
19588.0,20235.0
19677.0,20170.0
19647.0,20125.0
19678.0,20145.0
19524.0,20125.0
19676.0,20245.0
19377.0,20200.0
19587.0,20305.0
19616.0,20280.0
19674.0,20155.0
19525.0,20185.0
19617.0,20175.0
19614.0,20195.0
19585.0,20140.0
19465.0,20160.0
19496.0,20210.0
19615.0,20140.0
19737.0,20220.0
19737.0,20215.0
19616.0,20220.0
19618.0,20135.0
19648.0,20130.0
19585.0,20310.0
19616.0,20200.0
19553.0,20155.0
19614.0,20290.0
19614.0,20250.0
19616.0,20135.0
19523.0,20220.0
19736.0,20190.0
19646.0,20150.0
19464.0,20195.0
19586.0,20185.0
19615.0,20285.0
19527.0,20305.0
19524.0,20155.0
19736.0,20125.0
19615.0,20080.0
19587.0,20205.0
19645.0,20330.0
19679.0,20200.0
19707.0,20220.0
19644.0,20135.0
19586.0,20250.0
19614.0,20220.0
19586.0,20155.0
19647.0,20285.0
19555.0,20235.0
19586.0,20095.0
19556.0,20245.0
19557.0,20300.0
19616.0,20110.0
19646.0,20240.0
19675.0,20300.0
19586.0,20280.0
19585.0,20190.0
19585.0,20220.0
19613.0,20155.0
19555.0,20220.0
19585.0,20215.0
19647.0,20230.0
19554.0,20240.0
19494.0,20280.0
19646.0,20240.0
19585.0,20180.0
19555.0,20090.0
19525.0,20125.0
19616.0,20180.0
19644.0,20235.0
19616.0,20315.0
19616.0,20295.0
19585.0,20255.0
19615.0,20380.0
19735.0,20235.0
19647.0,20120.0
19494.0,20175.0
19676.0,20270.0
19616.0,20350.0
19555.0,20110.0
19707.0,20255.0
19676.0,20230.0
19587.0,20315.0
19525.0,20245.0
19525.0,20230.0
19616.0,20270.0
19617.0,20220.0
19463.0,20180.0
19617.0,20325.0
19584.0,20125.0
19584.0,20295.0
19526.0,20350.0
19586.0,20105.0
19554.0,20225.0
19647.0,20335.0
19587.0,20140.0
19465.0,20205.0
19555.0,20070.0
19737.0,20130.0
19495.0,20205.0
19555.0,20290.0
19616.0,20195.0
19616.0,20220.0
19646.0,20315.0
19647.0,20185.0
19675.0,20315.0
19617.0,20135.0
19614.0,20190.0
19647.0,20250.0
19555.0,20165.0
19497.0,20140.0
19556.0,20300.0
19737.0,20215.0
19648.0,20280.0
19587.0,20275.0
19434.0,20120.0
19676.0,20200.0
19646.0,20130.0
19646.0,20125.0
19647.0,20255.0
19585.0,20205.0
19496.0,20165.0
19587.0,20235.0
19616.0,20105.0
19526.0,20175.0
19556.0,20185.0
19526.0,20185.0
19645.0,20365.0
19618.0,20275.0
19496.0,20250.0
19586.0,20395.0
19496.0,20235.0
19616.0,20240.0
19558.0,20325.0
19645.0,20165.0
19736.0,20300.0
19553.0,20180.0
19585.0,20160.0
19644.0,20205.0
19555.0,20095.0
19464.0,20250.0
19584.0,20275.0
19554.0,20230.0
19647.0,20215.0
19616.0,20340.0
19615.0,20265.0
19587.0,20200.0
19617.0,20215.0
19679.0,20220.0
19617.0,20245.0
19496.0,20235.0
19678.0,20190.0
19676.0,20245.0
19554.0,20050.0
19616.0,20185.0
19676.0,20135.0
19737.0,20170.0
19616.0,20160.0
19586.0,20240.0
19617.0,20190.0
19586.0,20205.0
19616.0,20260.0
19374.0,20270.0
19615.0,20290.0
19615.0,20090.0
19587.0,20315.0
19584.0,20075.0
19676.0,20270.0
19615.0,20260.0
19617.0,20185.0
19556.0,20240.0
19589.0,20325.0
19737.0,20230.0
19647.0,20265.0
19495.0,20095.0
19616.0,20275.0
19677.0,20225.0
19585.0,20350.0
19585.0,20305.0
19675.0,20150.0
19618.0,20105.0
19616.0,20080.0
19494.0,20190.0
19526.0,20235.0
19645.0,20240.0
19675.0,20280.0
19676.0,20150.0
19554.0,20160.0
19676.0,20015.0
19707.0,20095.0
19584.0,20065.0
19525.0,20330.0
19585.0,20150.0
19676.0,20190.0
19707.0,20310.0
19588.0,20135.0
19675.0,20255.0
19495.0,20205.0
19493.0,20160.0
19617.0,20170.0
19645.0,20135.0
19557.0,20270.0
19737.0,20210.0
19587.0,20260.0
19524.0,20305.0
19738.0,20175.0
19737.0,20250.0
19585.0,20410.0
19644.0,20250.0
19525.0,20250.0
19648.0,20205.0
19675.0,20240.0
19526.0,20195.0
19676.0,20270.0
19617.0,20150.0
19616.0,20240.0
19768.0,20305.0
19616.0,20170.0
19680.0,20240.0
19707.0,20255.0
19707.0,20090.0
19585.0,20350.0
19646.0,20210.0
19464.0,20170.0
19556.0,20205.0
19616.0,20150.0
19493.0,20340.0
19616.0,20130.0
19705.0,20300.0
19493.0,20050.0
19555.0,20190.0
19646.0,20095.0
19586.0,20260.0
19616.0,20220.0
19706.0,20255.0
19525.0,20250.0
19553.0,20230.0
19646.0,20265.0
19675.0,20250.0
19705.0,20160.0
19705.0,20245.0
19467.0,20250.0
19556.0,20110.0
19405.0,20245.0
19677.0,20160.0
19736.0,20325.0
19737.0,20370.0
19525.0,20095.0
19677.0,20270.0
19556.0,20235.0
19555.0,20070.0
19616.0,20220.0
19524.0,20120.0
19556.0,20205.0
